Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
8-March-2018,3060.00,3060.00,2983.90,3001.50,3029.103995919659502620,56858,6649,172228795.00,25197,44.32,76.10,-58.50
7-March-2018,3055.00,3089.75,3024.25,3029.25,3039.353912968377934880,81051,2458,246342674.00,13168,16.25,65.50,-25.75
6-March-2018,3133.00,3133.00,3030.65,3049.80,3082.896813969052302825,49309,3159,152014559.00,12659,25.67,102.35,-83.20
5-March-2018,3069.00,3112.45,3036.05,3104.30,3073.101682985155439245,110815,4818,340545763.00,43259,39.04,76.40,35.30
1-March-2018,3041.00,3060.00,3021.95,3037.10,3040.390346534653465346,28280,1901,85982239.00,7201,25.46,38.05,-3.90
28-February-2018,3040.00,3062.35,3023.35,3038.25,3042.905735965976929832,101343,1667,308377196.00,77336,76.31,39.00,-1.75
27-February-2018,3049.95,3077.80,3035.00,3043.25,3054.544849385610516840,47771,1835,145918662.00,17174,35.95,42.80,-6.70
26-February-2018,3078.10,3084.75,3027.00,3035.25,3047.578131571042355061,49935,2353,152180814.00,11421,22.87,57.75,-42.85
23-February-2018,3042.00,3100.00,2996.05,3076.90,3050.580596557105730629,296669,6622,905012695.00,197348,66.52,103.95,34.90
22-February-2018,3045.00,3077.95,3022.55,3040.40,3044.356130275892534436,74703,3490,227422536.00,18198,24.36,55.40,-4.60
21-February-2018,2961.00,3060.00,2961.00,3043.05,3011.023162779533544025,124985,6873,376332730.00,59508,47.61,99.00,82.05
20-February-2018,2930.00,2983.45,2929.10,2945.05,2958.882847738632207728,41015,2076,121358580.00,8288,20.21,54.35,15.05
19-February-2018,2940.00,2952.45,2898.40,2924.55,2927.680932689549670140,83672,3809,244964919.00,24303,29.05,54.05,-15.45
16-February-2018,2925.00,2999.00,2924.00,2937.20,2973.875968584666951463,304310,17139,904980196.00,187705,61.68,75.00,12.20
15-February-2018,2929.00,2942.50,2906.60,2925.75,2925.946222362353683048,50746,2371,148480067.00,12516,24.66,35.90,-3.25
14-February-2018,2965.00,2974.00,2894.25,2910.45,2937.904869195143322067,55923,2631,164296454.00,20040,35.83,79.75,-54.55
12-February-2018,3008.00,3018.00,2956.00,2967.90,2994.467978677799625131,1196687,2910,3583440902.00,1145016,95.68,62.00,-40.10
9-February-2018,2960.00,2991.75,2900.00,2972.30,2936.608213059000693727,59101,3283,173556482.00,8819,14.92,91.75,12.30
8-February-2018,2971.00,3026.75,2957.20,2966.25,3000.032582876882564472,1271404,6634,3814253426.00,1177629,92.62,69.55,-4.75
7-February-2018,3015.00,3044.00,2950.00,2955.35,2973.153982961357374810,125949,4696,374465771.00,79520,63.14,94.00,-59.65
6-February-2018,3030.00,3077.85,2985.80,2995.35,3019.516666506297689724,519635,4876,1569046543.00,456204,87.79,92.05,-34.65
5-February-2018,3111.00,3185.90,3078.35,3106.50,3132.494017530128557158,231259,3100,724417434.00,105146,45.47,107.55,-4.50
2-February-2018,3115.00,3190.00,3105.65,3149.15,3170.669187227069956331,255102,9793,808844051.00,177778,69.69,84.35,34.15
1-February-2018,3120.00,3189.00,3091.55,3138.90,3147.295989455846356618,63732,4432,200583468.00,11413,17.91,97.45,18.90
31-January-2018,3131.00,3147.10,3101.00,3111.75,3117.628591134573042947,150788,4529,470100980.00,93666,62.12,46.10,-19.25
30-January-2018,3119.00,3199.25,3119.00,3153.70,3164.881996258143047133,44363,2781,140403660.00,10285,23.18,80.25,34.70
29-January-2018,3118.05,3224.00,3118.00,3195.10,3193.461561629395376854,79686,4189,254474178.00,25428,31.91,106.00,77.05
25-January-2018,3180.00,3181.00,3080.00,3117.85,3123.669154571094448648,87222,4549,272452671.00,31380,35.98,101.00,-62.15
24-January-2018,3100.00,3254.80,3080.00,3174.60,3184.325043156143913278,381174,13555,1213781914.00,112189,29.43,174.80,74.60
23-January-2018,3115.00,3137.75,3092.60,3103.10,3109.968031356616402323,307176,7952,955307540.00,158979,51.76,45.15,-11.90
22-January-2018,2956.00,3130.00,2924.00,3113.15,3075.876257631395165468,221945,8374,682675356.00,84756,38.19,206.00,157.15
19-January-2018,2920.00,2979.00,2903.05,2954.75,2929.034614470822596268,54717,2566,160267987.00,15522,28.37,75.95,34.75
18-January-2018,2895.00,2925.00,2866.60,2910.10,2895.052654441065931367,52949,2635,153290143.00,11725,22.14,58.40,15.10
17-January-2018,2857.10,2925.00,2857.00,2889.45,2904.220229376994298268,152936,5131,444159825.00,72566,47.45,68.00,32.35
16-January-2018,2748.20,2860.00,2748.20,2850.85,2835.189378339069452644,138886,7187,393768112.00,40878,29.43,111.80,102.65
15-January-2018,2790.00,2803.05,2736.15,2747.20,2767.780509569819681211,32498,1739,89947331.00,11100,34.16,66.90,-42.80
12-January-2018,2813.00,2813.00,2744.00,2772.90,2763.845647266888511390,85946,3770,237541478.00,16863,19.62,69.00,-40.10
11-January-2018,2807.20,2820.00,2781.90,2788.40,2795.168356680651354618,70315,3345,196542263.00,13559,19.28,38.10,-18.80
10-January-2018,2712.00,2816.00,2697.45,2807.10,2764.349605593037239355,98122,5594,271243512.00,39052,39.80,118.55,95.10
9-January-2018,2710.00,2723.30,2678.90,2708.45,2702.047921104914187232,41777,1820,112883456.00,10595,25.36,44.40,-1.55
8-January-2018,2695.00,2721.35,2681.45,2707.75,2707.338667042610932929,28373,1613,76815320.00,9380,33.06,39.90,12.75
5-January-2018,2651.00,2694.00,2651.00,2684.45,2684.159680110699605225,49142,1397,131904975.00,27307,55.57,43.00,33.45
4-January-2018,2660.00,2660.00,2640.40,2649.80,2647.683208980765281675,14609,808,38680004.00,6232,42.66,19.60,-10.20
3-January-2018,2634.00,2664.05,2630.15,2635.20,2647.549600798403193612,20040,1075,53056894.00,5316,26.53,33.90,1.20
2-January-2018,2642.95,2677.45,2622.70,2633.75,2640.004740168539325842,22784,1308,60149868.00,10830,47.53,54.75,-9.20
1-January-2018,2689.80,2692.50,2642.85,2654.65,2667.221572809617462120,36101,1426,96289366.00,10878,30.13,49.65,-35.15
29-December-2017,2615.00,2711.70,2615.00,2700.40,2673.897590747787421437,93556,5062,250159163.00,34906,37.31,96.70,85.40
28-December-2017,2603.00,2650.00,2601.20,2628.85,2631.865004192416384584,32201,2525,84748685.00,8217,25.52,48.80,25.85
27-December-2017,2636.10,2657.95,2611.05,2621.05,2631.944739638682252922,15997,862,42103220.00,5217,32.61,46.90,-15.05
26-December-2017,2675.05,2688.00,2635.00,2642.80,2657.652701626834507518,66571,2437,176922598.00,14984,22.51,53.00,-32.25
22-December-2017,2600.00,2659.90,2590.00,2639.80,2632.471988548777802246,90820,3933,239081106.00,13617,14.99,69.90,39.80
21-December-2017,2590.00,2606.90,2556.70,2594.10,2594.231600587371512481,17025,735,44166793.00,4825,28.34,50.20,4.10
20-December-2017,2570.00,2592.00,2540.00,2588.00,2563.359665386061150506,156957,2696,402337243.00,86274,54.97,52.00,18.00
19-December-2017,2570.00,2597.40,2567.50,2575.05,2585.553950304451420142,26441,1742,68364632.00,7593,28.72,29.90,5.05
18-December-2017,2533.00,2585.20,2496.90,2577.00,2549.318399600354231476,44039,2176,112269433.00,7852,17.83,88.30,44.00
15-December-2017,2560.00,2587.30,2540.35,2547.85,2559.085067770657290307,35266,2264,90248694.00,10296,29.20,46.95,-12.15
14-December-2017,2620.25,2630.00,2531.00,2558.55,2559.908920982560087464,56709,4308,145169875.00,23989,42.30,99.00,-61.70
13-December-2017,2595.10,2647.55,2595.10,2627.30,2631.375277519157774117,27926,1256,73483786.00,3658,13.10,52.45,32.20
12-December-2017,2656.05,2659.10,2605.10,2614.15,2622.617019942305280321,31892,1431,83640502.00,14128,44.30,54.00,-41.90
11-December-2017,2605.00,2667.00,2605.00,2656.00,2631.152658662092624356,16907,1019,44484898.00,5419,32.05,62.00,51.00
8-December-2017,2617.00,2644.00,2595.05,2601.00,2615.822941084544460071,19197,3084,50215953.00,7794,40.60,48.95,-16.00
7-December-2017,2631.45,2644.55,2615.05,2617.65,2623.638917733933310257,17334,1505,45478157.00,7969,45.97,29.50,-13.80
6-December-2017,2634.00,2640.00,2613.90,2631.45,2625.542716656422864167,9762,602,25630548.00,3008,30.81,26.10,-2.55
5-December-2017,2620.00,2649.00,2620.00,2633.80,2640.184354205766933970,11722,687,30948241.00,3411,29.10,29.00,13.80
4-December-2017,2627.00,2658.60,2603.70,2633.35,2629.627219272706513672,17517,1101,46063180.00,7408,42.29,54.90,6.35
1-December-2017,2637.00,2668.95,2625.00,2630.55,2650.074454956807897984,24310,1661,64423310.00,10662,43.86,43.95,-6.45
30-November-2017,2658.00,2668.55,2625.00,2634.25,2646.294652640806486960,18252,951,48300170.00,5786,31.70,43.55,-23.75
29-November-2017,2679.80,2692.30,2651.00,2658.55,2673.773675065160729800,13812,769,36930162.00,5357,38.79,41.30,-21.25
28-November-2017,2687.00,2697.50,2672.25,2684.90,2690.948478263508673958,82373,1342,221661499.00,58671,71.23,25.25,-2.10
27-November-2017,2677.00,2691.40,2665.20,2687.05,2676.860501832534536227,17735,912,47474121.00,3555,20.05,26.20,10.05
24-November-2017,2674.00,2706.00,2674.00,2688.75,2688.747508619468190620,21173,1279,56928851.00,8264,39.03,32.00,14.75
23-November-2017,2684.10,2694.25,2672.65,2682.75,2685.441061199879409104,16585,686,44538040.00,3521,21.23,21.60,-1.35
22-November-2017,2670.00,2709.40,2670.00,2683.20,2686.758102573838518076,73742,1293,198126916.00,33729,45.74,39.40,13.20
21-November-2017,2704.75,2704.75,2670.00,2676.65,2682.481586928266386086,16157,939,43340855.00,5583,34.55,34.75,-28.10
20-November-2017,2718.10,2725.65,2696.95,2704.65,2712.741433407645941705,24222,1002,65708023.00,5287,21.83,28.70,-13.45
17-November-2017,2759.00,2759.00,2706.00,2710.10,2721.854194319086806477,15068,923,41012899.00,3569,23.69,53.00,-48.90
16-November-2017,2707.00,2761.00,2690.00,2746.60,2734.020429441363574547,66179,3834,180934738.00,14013,21.17,71.00,39.60
15-November-2017,2715.00,2749.95,2702.80,2706.15,2729.162091822211378146,24591,1454,67112825.00,4323,17.58,47.15,-8.85
14-November-2017,2758.00,2758.00,2706.55,2716.75,2722.473521297355494246,29722,2044,80917358.00,8966,30.17,51.45,-41.25
13-November-2017,2703.00,2774.00,2700.00,2758.90,2754.096431328305920076,67364,3391,185526952.00,31094,46.16,74.00,55.90
10-November-2017,2717.00,2729.95,2695.50,2703.30,2705.148058252427184466,9064,597,24519462.00,2694,29.72,34.45,-13.70
9-November-2017,2750.00,2750.00,2713.55,2733.85,2730.383956162987033674,31389,1645,85704022.00,11426,36.40,36.45,-16.15
8-November-2017,2728.00,2753.10,2719.65,2730.45,2738.113824327416560426,30591,4348,83761640.00,9732,31.81,33.45,2.45
7-November-2017,2671.00,2743.60,2668.00,2708.35,2717.175674744062596945,116044,5765,315311934.00,22357,19.27,75.60,37.35
6-November-2017,2610.00,2672.95,2610.00,2667.00,2646.872389666307857911,37160,3862,98357778.00,16927,45.55,62.95,57.00
3-November-2017,2630.00,2635.00,2604.25,2612.70,2614.732883961896273188,17951,1025,46937070.00,4494,25.03,30.75,-17.30
2-November-2017,2586.50,2670.00,2586.50,2625.80,2635.128369355556654631,40438,1813,106559321.00,10419,25.77,83.50,39.30
1-November-2017,2622.00,2622.00,2581.10,2602.50,2595.116278152486885181,25353,1199,65793983.00,7526,29.68,40.90,-19.50
31-October-2017,2595.05,2634.90,2595.05,2616.30,2624.199497206703910614,35800,2043,93946342.00,14548,40.64,39.85,21.25
30-October-2017,2580.00,2618.00,2580.00,2613.00,2605.562972144911944243,42757,1644,111406056.00,9681,22.64,38.00,33.00
27-October-2017,2545.00,2590.00,2534.40,2579.20,2564.967600552914601665,29661,1202,76079504.00,8203,27.66,55.60,34.20
26-October-2017,2560.00,2566.40,2525.60,2543.00,2544.014165134547885676,23932,1542,60883347.00,6863,28.68,40.80,-17.00
25-October-2017,2582.00,2611.00,2558.75,2561.75,2586.899597172607737326,13157,820,34035838.00,3552,27.00,52.25,-20.25
24-October-2017,2610.00,2619.00,2570.45,2580.60,2586.765983690810662646,14593,719,37748676.00,4496,30.81,48.55,-29.40
23-October-2017,2581.00,2625.05,2555.00,2585.95,2593.971584818987203324,91430,2081,237166822.00,64803,70.88,70.05,4.95
19-October-2017,2589.05,2594.95,2570.85,2580.95,2581.324907641454404044,5143,370,13275754.00,2226,43.28,24.10,-8.10
18-October-2017,2590.00,2611.90,2580.00,2589.05,2590.697142502944275708,16133,955,41795717.00,7239,44.87,31.90,-0.95
17-October-2017,2586.00,2612.95,2581.10,2594.85,2601.541262914714753256,31166,1897,81079635.00,12012,38.54,31.85,8.85
16-October-2017,2556.75,2590.00,2556.00,2585.10,2578.075611684807889105,42996,1604,110846939.00,23605,54.90,34.00,28.35
13-October-2017,2549.90,2605.60,2525.00,2556.75,2563.485932437201244746,93513,4662,239719260.00,15983,17.09,80.60,6.85
12-October-2017,2501.05,2555.00,2501.05,2548.55,2520.283999636124295659,186877,2711,470983113.00,155588,83.26,53.95,47.50
11-October-2017,2460.00,2513.35,2457.70,2500.50,2501.219390803874701220,127184,1835,318115087.00,107723,84.70,55.65,40.50
10-October-2017,2460.00,2470.60,2452.10,2459.55,2459.876097858310475715,144372,1201,355137232.00,125657,87.04,18.50,-0.45
9-October-2017,2448.00,2467.00,2442.60,2452.55,2457.095459211105137103,20459,833,50269716.00,8158,39.87,24.40,4.55
6-October-2017,2428.00,2454.05,2427.60,2445.15,2444.302957699933906146,24208,1015,59171686.00,11458,47.33,26.45,17.15
5-October-2017,2442.00,2442.55,2425.00,2430.15,2435.662774749741726336,112284,1403,273485959.00,94617,84.27,17.55,-11.85
4-October-2017,2470.00,2470.00,2429.00,2442.55,2439.264466928420416792,132440,2537,323056186.00,86403,65.24,41.00,-27.45
3-October-2017,2435.00,2455.45,2428.00,2447.05,2438.637137518998900616,166457,3026,405928222.00,115039,69.11,27.45,12.05
29-September-2017,2478.45,2483.45,2420.65,2437.00,2443.028092361897571410,95364,2501,232976931.00,33743,35.38,62.80,-41.45
28-September-2017,2495.00,2511.05,2452.85,2478.45,2481.092832637923041261,107850,2873,267585862.00,69261,64.22,58.20,-16.55
27-September-2017,2490.00,2507.95,2474.10,2490.15,2492.132853254877558849,331057,1900,825038026.00,306122,92.47,33.85,0.15
26-September-2017,2508.20,2526.00,2468.00,2474.90,2484.931516995958327294,62103,2369,154321702.00,36550,58.85,58.00,-33.30
25-September-2017,2528.80,2533.00,2495.00,2508.20,2516.287775123501171231,43117,2751,108494780.00,10933,25.36,38.00,-20.60
22-September-2017,2525.00,2525.90,2495.20,2502.35,2508.385441995450623578,25498,1144,63958812.00,9618,37.72,30.70,-22.65
21-September-2017,2487.50,2539.70,2479.95,2525.85,2519.158331659637142665,29874,1611,75257336.00,9697,32.46,59.75,38.35
20-September-2017,2498.30,2505.00,2478.05,2492.40,2489.175098792230199810,17967,1056,44723009.00,6024,33.53,26.95,-5.90
19-September-2017,2499.05,2503.35,2492.50,2498.30,2496.838113830905541372,13318,623,33252890.00,4457,33.47,10.85,-0.75
18-September-2017,2507.00,2516.90,2491.10,2499.05,2501.347693685624720107,22330,954,55855094.00,9350,41.87,25.80,-7.95
15-September-2017,2492.00,2514.45,2487.60,2498.55,2498.506010815307820299,48080,1473,120128169.00,22794,47.41,26.85,6.55
14-September-2017,2490.00,2497.45,2473.00,2485.05,2478.809251001862617824,35434,718,87834127.00,22876,64.56,24.45,-4.95
13-September-2017,2500.00,2528.05,2475.35,2488.10,2507.080718129434734987,62997,1288,157938564.00,45650,72.46,52.70,-11.90
12-September-2017,2465.00,2494.45,2457.00,2486.80,2471.395564268142681426,26016,1092,64295827.00,11321,43.52,37.45,21.80
11-September-2017,2474.00,2480.55,2456.20,2463.55,2465.722349627841480587,49710,1685,122571058.00,25892,52.09,24.35,-10.45
8-September-2017,2463.00,2475.00,2453.95,2470.15,2467.096344331219268866,28066,838,69241526.00,16426,58.53,21.05,7.15
7-September-2017,2456.00,2467.00,2452.35,2458.95,2458.916934252776754224,18997,945,46712045.00,7970,41.95,14.65,2.95
6-September-2017,2470.00,2474.95,2452.00,2456.45,2458.743568349325545821,14382,986,35361650.00,4160,28.93,22.95,-13.55
5-September-2017,2457.80,2482.50,2440.00,2477.65,2460.037636745635006882,27606,1109,67911799.00,13531,49.01,42.50,19.85
4-September-2017,2456.45,2462.75,2440.20,2457.80,2453.163570609227631914,62768,2006,153980171.00,33969,54.12,22.55,1.35
1-September-2017,2475.00,2477.00,2440.00,2463.20,2456.359194137297045342,38617,2140,94857223.00,9174,23.76,37.00,-11.80
31-August-2017,2492.00,2500.00,2468.00,2496.75,2473.009339448657125710,228279,1388,564536099.00,8271,3.62,32.00,4.75
30-August-2017,2487.50,2491.45,2461.00,2486.75,2478.313288604045663929,19972,1066,49496873.00,6905,34.57,30.45,-0.75
29-August-2017,2485.85,2493.90,2466.00,2474.95,2475.840132800630240279,17771,1021,43998155.00,5533,31.13,27.90,-10.90
28-August-2017,2496.00,2501.95,2464.00,2485.85,2479.026594503802547473,21433,1632,53132977.00,6834,31.89,37.95,-10.15
24-August-2017,2475.30,2515.00,2475.30,2495.30,2496.551166317613923593,13847,820,34569744.00,3963,28.62,39.70,20.00
23-August-2017,2500.00,2520.00,2475.65,2493.00,2489.823022709475332811,12770,931,31795040.00,3736,29.26,44.35,-7.00
22-August-2017,2519.90,2538.00,2491.00,2496.05,2515.157363222727777161,18022,1102,45328166.00,5247,29.11,47.00,-23.85
21-August-2017,2512.85,2542.00,2495.00,2521.40,2528.924968491807870046,35705,2090,90295266.00,11604,32.50,47.00,8.55
18-August-2017,2475.00,2546.45,2470.95,2512.85,2508.570647540810359525,141937,5218,356058992.00,69852,49.21,75.50,37.85
17-August-2017,2500.00,2500.00,2462.00,2480.15,2478.873948803252934109,21642,1410,53647790.00,5647,26.09,38.00,-19.85
16-August-2017,2497.00,2547.00,2466.85,2491.05,2486.901271606297478806,36332,1724,90354097.00,8589,23.64,80.15,-5.95
14-August-2017,2501.00,2505.60,2460.05,2469.15,2485.210075914423740510,14490,1044,36010694.00,6152,42.46,45.55,-31.85
11-August-2017,2514.00,2533.30,2485.00,2494.00,2507.423881683258389000,38473,1927,96468119.00,10587,27.52,48.30,-20.00
10-August-2017,2498.40,2520.00,2486.50,2511.25,2500.995810410495133305,23630,1457,59098531.00,8558,36.22,33.50,12.85
9-August-2017,2495.95,2521.45,2495.10,2501.95,2506.088533477907291949,18445,1268,46224803.00,5909,32.04,26.35,6.00
8-August-2017,2525.00,2526.00,2486.00,2497.80,2506.172422085417468257,20792,1288,52108337.00,6642,31.94,40.00,-27.20
7-August-2017,2522.00,2522.75,2484.00,2504.60,2494.856861859925190248,31012,1624,77370501.00,10006,32.26,38.75,-17.40
4-August-2017,2490.00,2528.00,2487.45,2522.75,2510.145705521472392638,29340,1975,73647675.00,10308,35.13,40.55,32.75
3-August-2017,2479.00,2501.45,2472.00,2489.55,2487.352207039775658408,453594,1656,1128248037.00,441176,97.26,29.45,10.55
2-August-2017,2499.00,2501.85,2458.00,2467.35,2482.660114737139095269,21266,1435,52796250.00,6142,28.88,43.85,-31.65
1-August-2017,2494.05,2518.90,2488.30,2499.95,2503.257645612417396649,26028,1843,65154790.00,9404,36.13,30.60,5.90
31-July-2017,2470.00,2516.00,2464.90,2494.05,2493.234096212317627925,42427,2454,105780443.00,9370,22.08,51.10,24.05
28-July-2017,2479.40,2488.55,2443.85,2482.75,2465.592993181283799670,42530,3135,104861670.00,11794,27.73,44.70,3.35
27-July-2017,2550.00,2583.70,2469.05,2484.35,2515.043425351737014069,59988,3921,150872425.00,19121,31.87,114.65,-65.65
26-July-2017,2555.00,2573.00,2547.00,2554.80,2558.624372093023255813,37625,2130,96268242.00,12032,31.98,26.00,-0.20
25-July-2017,2530.00,2580.00,2517.70,2570.65,2554.562725614252998486,51526,2932,131626399.00,20321,39.44,62.30,40.65
24-July-2017,2480.00,2539.20,2479.90,2532.65,2518.992134597353891030,57594,2851,145078833.00,18576,32.25,59.30,52.65
21-July-2017,2445.20,2499.00,2439.80,2490.90,2473.211863044526603439,43547,2740,107700957.00,14194,32.59,59.20,45.70
20-July-2017,2450.00,2457.40,2431.00,2445.20,2442.524770483284254287,23092,1295,56402782.00,6338,27.45,26.40,-4.80
19-July-2017,2418.00,2457.90,2417.30,2450.45,2440.507112511337056661,41898,2557,102252367.00,13390,31.96,40.60,32.45
18-July-2017,2397.00,2440.00,2397.00,2405.25,2414.731108952492827614,88534,2293,213785804.00,60083,67.86,43.00,8.25
17-July-2017,2400.00,2420.65,2384.00,2395.70,2402.541425595926868780,34568,2071,83051052.00,8853,25.61,36.65,-4.30
14-July-2017,2389.00,2422.65,2376.10,2398.80,2398.508912078913792775,210052,7469,503811594.00,79323,37.76,46.55,9.80
13-July-2017,2449.90,2471.00,2427.10,2444.05,2447.076018522576215726,68457,3777,167519483.00,11910,17.40,43.90,-5.85
12-July-2017,2487.95,2488.00,2431.30,2439.10,2449.524619183949996721,45757,2640,112082898.00,10442,22.82,56.70,-48.85
11-July-2017,2438.80,2513.40,2426.85,2471.90,2473.555923846615980609,144813,6064,358203054.00,54929,37.93,86.55,33.10
10-July-2017,2333.00,2452.00,2333.00,2440.85,2418.046046143868657883,675366,39253,1633066086.00,365708,54.15,119.00,107.85
7-July-2017,2354.60,2356.00,2325.00,2332.20,2343.734014460288841537,54909,2332,128692091.00,34440,62.72,31.00,-22.40
6-July-2017,2350.05,2361.30,2340.00,2344.80,2348.564206333911479411,31134,1906,73120198.00,13224,42.47,21.30,-5.25
5-July-2017,2364.00,2364.00,2346.30,2357.75,2355.594101799287982295,20786,1308,48963379.00,6779,32.61,17.70,-6.25
4-July-2017,2373.40,2381.40,2351.10,2364.00,2365.660792481042400939,28089,1592,66449046.00,7124,25.36,30.30,-9.40
3-July-2017,2364.00,2382.95,2345.50,2373.40,2366.533676035707376392,36183,2016,85628288.00,16207,44.79,37.45,9.40
30-June-2017,2330.00,2377.85,2326.00,2364.35,2361.853021777258111663,54736,2907,129278387.00,20213,36.93,51.85,34.35
29-June-2017,2353.00,2370.80,2325.00,2334.65,2349.128495207983400849,40484,2706,95102118.00,12542,30.98,45.80,-18.35
28-June-2017,2345.00,2358.30,2335.15,2351.20,2346.412876593279258400,41424,2138,97197807.00,16742,40.42,23.15,6.20
27-June-2017,2358.75,2386.35,2335.00,2345.90,2356.094627390267375203,47798,2905,112616611.00,13762,28.79,51.35,-12.85
23-June-2017,2403.00,2413.00,2353.00,2360.65,2384.637579440652215778,46733,3970,111441268.00,20335,43.51,60.00,-42.35
22-June-2017,2410.00,2430.10,2388.90,2395.75,2405.624249034782458145,57759,3815,138946451.00,14408,24.95,41.20,-14.25
21-June-2017,2441.00,2441.00,2398.00,2406.05,2411.867504877520052026,46130,3731,111259448.00,13097,28.39,43.00,-34.95
20-June-2017,2429.95,2445.00,2383.10,2441.50,2423.655672455317530739,39445,2837,95601098.00,10782,27.33,61.90,11.55
19-June-2017,2408.50,2442.85,2406.55,2431.90,2429.489943484042553191,48128,3305,116926492.00,12923,26.85,36.30,23.40
16-June-2017,2411.10,2434.90,2389.50,2397.45,2404.425957972805933250,72810,4378,175066254.00,16327,22.42,45.40,-13.65
15-June-2017,2465.05,2469.95,2406.05,2411.10,2431.234358908341915550,77680,5035,188858285.00,35348,45.50,63.90,-53.95
14-June-2017,2450.05,2477.00,2450.05,2470.80,2470.225516635830537175,63778,1951,157546043.00,9484,14.87,26.95,20.75
13-June-2017,2466.25,2482.45,2450.00,2453.40,2464.331368392023027733,58017,3706,142973113.00,18738,32.30,32.45,-12.85
12-June-2017,2500.00,2514.00,2472.40,2489.90,2480.137116039732631307,837196,4759,2076360873.00,775487,92.63,41.60,-10.10
9-June-2017,2516.00,2545.50,2489.00,2510.25,2510.910478948800684212,102892,5504,258352601.00,21167,20.57,56.50,-5.75
8-June-2017,2610.00,2610.00,2517.70,2521.50,2543.431692632020441162,181203,12235,460877453.00,63290,34.93,92.30,-88.50
7-June-2017,2700.00,2700.00,2581.00,2615.35,2623.453728012937630182,195399,12074,512620235.00,68162,34.88,119.00,-84.65
6-June-2017,2644.00,2707.40,2630.00,2695.40,2690.395960752674179527,153692,8732,413492336.00,42657,27.75,77.40,51.40
5-June-2017,2565.00,2620.00,2560.00,2601.05,2580.839784514395712445,72209,3699,186359860.00,20809,28.82,60.00,36.05
2-June-2017,2542.25,2589.00,2542.25,2561.85,2569.242398970644300419,41968,4168,107825965.00,19011,45.30,46.75,19.60
1-June-2017,2530.00,2562.20,2530.00,2550.85,2554.657623451552689631,47144,2402,120436779.00,29744,63.09,32.20,20.85
31-May-2017,2531.00,2571.55,2529.05,2544.35,2551.545674036235932636,50116,3849,127873263.00,18397,36.71,42.50,13.35
30-May-2017,2572.85,2575.00,2525.60,2551.70,2553.401463294667377136,48794,3003,124590671.00,15600,31.97,49.40,-21.15
29-May-2017,2579.00,2595.85,2562.30,2571.50,2578.930331961810410258,50066,3307,129116726.00,21040,42.02,33.55,-7.50
26-May-2017,2624.00,2636.00,2571.05,2579.30,2601.333574471273842393,346966,3838,902574305.00,309738,89.27,64.95,-44.70
25-May-2017,2572.00,2633.00,2567.55,2619.95,2603.462883310701976640,395469,6249,1029588863.00,318629,80.57,65.45,47.95
24-May-2017,2522.45,2570.00,2522.45,2557.80,2543.503837715302024185,137191,4141,348945835.00,77009,56.13,47.55,35.35
23-May-2017,2529.50,2560.60,2514.00,2520.45,2533.425941236967875940,49589,4438,125630059.00,18326,36.96,46.60,-9.05
22-May-2017,2507.00,2550.00,2507.00,2529.30,2531.002984023043289056,48257,2814,122138611.00,19562,40.54,43.00,22.30
19-May-2017,2546.00,2550.00,2485.20,2506.80,2505.555729156862375995,53123,3422,133102637.00,15693,29.54,64.80,-39.20
18-May-2017,2451.00,2565.75,2443.05,2534.10,2536.714612918002748511,288156,10298,730969536.00,160285,55.62,122.70,83.10
17-May-2017,2431.90,2460.00,2424.00,2451.35,2443.938222079589216944,124640,4388,304612460.00,80751,64.79,36.00,19.45
16-May-2017,2378.70,2434.80,2375.50,2427.25,2403.613242605759277799,589310,7309,1416473320.00,521274,88.45,59.30,48.55
15-May-2017,2364.50,2375.00,2340.75,2364.40,2354.956378132118451025,26340,1590,62029551.00,8229,31.24,34.25,-0.10
12-May-2017,2349.00,2369.00,2322.70,2359.50,2351.025833961860757914,168383,4470,395872783.00,117478,69.77,46.30,10.50
11-May-2017,2340.00,2359.65,2323.60,2351.25,2338.817842826512538454,32181,2595,75265497.00,11947,37.12,36.05,11.25
10-May-2017,2352.75,2356.00,2316.00,2332.50,2329.111009097738085301,35943,4516,83715237.00,14723,40.96,40.00,-20.25
9-May-2017,2342.45,2362.00,2333.60,2352.75,2349.151795560243563312,41714,4465,97992518.00,17794,42.66,28.40,10.30
8-May-2017,2325.00,2346.90,2318.00,2341.90,2337.533407539763906382,34139,3444,79801053.00,17454,51.13,28.90,16.90
5-May-2017,2302.00,2331.80,2302.00,2319.95,2319.337017669657275106,171537,6753,397852114.00,114557,66.78,29.80,17.95
4-May-2017,2345.00,2348.00,2311.00,2327.10,2326.242634745580249276,334408,4504,777914147.00,280940,84.01,37.00,-17.90
3-May-2017,2299.00,2343.50,2271.45,2337.40,2325.507898943673008807,127612,5908,296762714.00,52563,41.19,72.05,38.40
2-May-2017,2297.00,2301.50,2280.10,2291.95,2289.576150356448476992,138870,3966,317953440.00,110539,79.60,21.40,-5.05
28-April-2017,2301.40,2302.00,2265.30,2272.10,2281.290030091466139652,100693,5284,229709937.00,43293,43.00,36.70,-29.30
