Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-October-2019,725.10,736.50,719.00,726.85,726.305392156862745098,8160,399,5926652.00,3754,46.00,17.50,1.75
25-October-2019,731.60,731.60,701.50,720.40,717.210049887779089680,94011,2827,67425634.00,27457,29.21,30.10,-11.20
24-October-2019,730.10,744.80,724.90,725.85,737.092673347387876512,103881,2772,76569924.00,27061,26.05,19.90,-4.25
23-October-2019,718.00,734.00,716.60,727.00,728.279525777549850674,66298,1940,48283476.00,22077,33.30,17.40,9.00
22-October-2019,730.00,731.60,714.75,717.75,722.676218003368613669,48091,1473,34754222.00,17177,35.72,16.85,-12.25
18-October-2019,724.85,737.40,723.05,734.20,732.561342291844537659,53878,2106,39468940.00,13339,24.76,14.35,9.35
17-October-2019,727.00,730.80,715.90,726.25,722.642994241842610364,37512,1137,27107784.00,9859,26.28,14.90,-0.75
16-October-2019,720.00,729.50,718.00,727.35,724.402149076761563638,32386,1042,23460488.00,8988,27.75,11.50,7.35
15-October-2019,721.00,728.00,719.10,720.10,722.391860614632891860,46662,1554,33708249.00,17810,38.17,8.90,-0.90
14-October-2019,721.00,728.00,717.35,720.60,722.550114988320084022,55223,1337,39901385.00,11125,20.15,10.65,-0.40
11-October-2019,702.50,723.75,698.05,721.55,714.580890928643916329,66021,2029,47177345.00,18266,27.67,25.70,19.05
10-October-2019,710.00,718.45,703.60,710.85,712.710238089905256792,44647,1553,31820374.00,10543,23.61,14.85,0.85
9-October-2019,705.20,713.50,702.10,711.45,708.925931554312807732,32902,957,23325081.00,7042,21.40,11.40,6.25
7-October-2019,710.40,716.45,700.95,704.20,705.734360812981631085,42953,1267,30313408.00,11805,27.48,15.50,-6.20
4-October-2019,704.00,713.65,702.90,707.90,709.066684654820182708,51886,1704,36790634.00,8997,17.34,10.75,3.90
3-October-2019,704.85,717.50,692.80,702.00,705.802349986237269474,58128,1710,41026879.00,10759,18.51,24.70,-2.85
1-October-2019,714.20,714.80,699.70,704.70,707.170910091815268466,50863,1386,35968834.00,13040,25.64,15.10,-9.50
30-September-2019,705.00,716.05,696.00,714.30,710.619583988947307825,52114,1237,37033229.00,10691,20.51,20.05,9.30
27-September-2019,711.05,718.05,702.05,704.35,710.676409560997925073,61207,1285,43498371.00,9815,16.04,16.00,-6.70
26-September-2019,705.00,715.95,702.00,713.75,708.144387208649971948,196070,2594,138845870.00,21888,11.16,13.95,8.75
25-September-2019,704.00,709.60,699.15,705.50,706.009132258672699849,84864,2856,59914759.00,26107,30.76,10.45,1.50
24-September-2019,685.20,705.40,684.80,703.50,699.468958536110570371,128425,3597,89829301.00,47103,36.68,20.60,18.30
23-September-2019,704.00,704.25,675.20,682.20,680.873301225501883553,461362,5904,314129068.00,316192,68.53,29.05,-21.80
20-September-2019,707.70,716.00,696.80,701.00,703.896833584636139988,88207,2594,62088628.00,18416,20.88,19.20,-6.70
19-September-2019,718.00,718.00,700.00,703.45,705.029958427732441765,45463,1686,32052777.00,14912,32.80,18.00,-14.55
18-September-2019,709.00,718.15,701.95,716.70,711.701762654350080120,63654,3327,45302664.00,28201,44.30,16.20,7.70
17-September-2019,718.00,719.10,699.45,705.95,704.932269270491033705,53255,3305,37541168.00,15034,28.23,19.65,-12.05
16-September-2019,710.60,723.60,710.60,719.05,715.703270811086865685,86156,3228,61662131.00,32815,38.09,13.00,8.45
13-September-2019,703.45,711.10,701.45,709.15,707.467434514472355330,46537,1808,32923412.00,11096,23.84,9.65,5.70
12-September-2019,703.80,709.00,694.10,705.45,701.698274471859377519,62010,4149,43512310.00,21111,34.04,14.90,1.65
11-September-2019,713.20,722.50,701.30,703.70,705.148381346128316486,316374,3647,223090614.00,269080,85.05,21.20,-9.50
9-September-2019,725.00,725.00,710.00,712.85,713.650847555600514458,69199,3560,49383925.00,20250,29.26,15.00,-12.15
6-September-2019,714.00,734.00,714.00,721.55,725.632457613848278218,280988,8457,203894013.00,60393,21.49,20.00,7.55
5-September-2019,710.00,710.00,691.10,695.35,698.040563256754452213,41047,2157,28652471.00,9893,24.10,18.90,-14.65
4-September-2019,707.00,708.90,692.40,702.85,700.549675396458505014,49753,1821,34854448.00,9255,18.60,16.50,-4.15
3-September-2019,699.00,716.40,698.00,704.30,709.133661608665537492,171807,5304,121834127.00,53837,31.34,18.40,5.30
30-August-2019,692.55,700.00,676.35,695.65,685.846713476017257423,70926,2608,48644364.00,19226,27.11,23.65,3.10
29-August-2019,691.25,693.75,680.90,691.10,689.909389262089123634,39002,1530,26907846.00,10550,27.05,12.85,-0.15
28-August-2019,678.80,693.00,676.70,690.55,688.606776642993102601,97718,2146,67289277.00,54156,55.42,16.30,11.75
27-August-2019,691.00,691.00,673.50,676.35,683.126159233129366083,57689,2677,39408865.00,26838,46.52,17.50,-14.65
26-August-2019,690.00,692.80,670.35,691.00,684.599358171927987800,43937,1665,30079242.00,9129,20.78,22.45,1.00
23-August-2019,685.90,694.05,679.40,683.20,688.524143424125043398,146893,5872,101139377.00,44654,30.40,14.65,-2.70
22-August-2019,679.00,684.15,668.65,682.80,679.725365593955664299,88281,3936,60006835.00,35345,40.04,15.50,3.80
21-August-2019,673.00,675.05,670.05,672.45,672.559827041168562188,55042,2458,37019038.00,24374,44.28,5.00,-0.55
20-August-2019,676.00,680.00,664.80,668.50,671.643090770791075050,78880,3396,52979207.00,17425,22.09,15.20,-7.50
19-August-2019,662.90,673.95,662.90,671.30,668.735092638602967274,56348,2507,37681885.00,15554,27.60,11.05,8.40
16-August-2019,658.00,660.90,646.20,659.15,653.032213970948261792,49016,2042,32009027.00,20933,42.71,14.70,1.15
14-August-2019,639.80,662.25,636.20,658.95,653.706323705646351841,57577,1829,37638449.00,12817,22.26,26.05,19.15
13-August-2019,663.65,664.00,636.50,639.00,643.322439431139111502,43174,1691,27774803.00,15495,35.89,27.50,-24.65
9-August-2019,678.30,680.80,659.80,663.65,674.868045713596478002,99489,2628,67141947.00,44690,44.92,21.00,-14.65
8-August-2019,675.90,684.00,665.25,680.65,674.777312317137107003,591290,3148,398989077.00,551429,93.26,18.75,4.75
7-August-2019,672.10,678.50,670.85,674.75,675.933309746264288740,457878,1986,309494992.00,408635,89.25,7.65,2.65
6-August-2019,653.90,679.85,650.00,671.00,667.404388307376436725,153909,3823,102719542.00,43439,28.22,29.85,17.10
5-August-2019,631.00,650.50,625.20,645.40,640.521241473821907995,64214,1771,41130431.00,21866,34.05,25.30,14.40
2-August-2019,625.65,639.35,618.60,636.35,623.389642697115253303,1354677,1933,844491611.00,1312615,96.90,20.75,10.70
1-August-2019,632.00,633.45,619.05,625.60,625.614859407147755848,65615,2477,41049719.00,20180,30.76,14.40,-6.40
31-July-2019,628.50,639.35,607.90,636.55,621.727156451201861815,207969,5077,129299975.00,29110,14.00,31.45,8.05
30-July-2019,645.00,650.50,633.30,640.30,642.438124778269209936,2686253,3393,1725751340.00,2636023,98.13,17.20,-4.70
29-July-2019,643.00,654.80,640.90,646.30,646.436766214302056849,388993,3485,251459377.00,309712,79.62,13.90,3.30
26-July-2019,655.00,655.00,641.20,643.30,645.116255429257924406,32463,1321,20942409.00,12947,39.88,13.80,-11.70
25-July-2019,643.00,657.25,641.25,652.35,650.235712410814422411,41907,1168,27249428.00,8867,21.16,16.00,9.35
24-July-2019,671.20,680.00,651.60,659.85,663.133862621953627996,50634,1673,33577120.00,11084,21.89,28.40,-11.35
23-July-2019,672.00,675.80,666.30,671.15,671.281459215739855171,51233,1438,34391763.00,17409,33.98,9.50,-0.85
22-July-2019,677.00,678.70,670.00,672.35,673.897252765505099159,30103,936,20286329.00,10111,33.59,8.70,-4.65
19-July-2019,693.80,693.80,664.55,674.95,672.381899790705297929,79314,2258,53329298.00,20074,25.31,29.25,-18.85
18-July-2019,687.00,694.20,680.65,687.10,687.242348259350330011,61816,1652,42482573.00,15015,24.29,13.55,0.10
17-July-2019,677.00,695.10,675.50,691.15,688.906058895474644839,85032,2153,58579060.00,18531,21.79,19.60,14.15
16-July-2019,682.40,682.40,670.70,675.55,675.485586026987300872,75517,3480,51010645.00,33810,44.77,11.70,-6.85
15-July-2019,670.55,680.40,666.35,678.10,673.066617217560613787,64713,2972,43556160.00,22314,34.48,14.05,7.55
12-July-2019,666.00,672.60,663.45,666.55,668.056572991474864445,62521,1757,41767565.00,15204,24.32,9.15,0.55
11-July-2019,676.70,676.75,658.20,665.60,663.942955622576475657,69630,2009,46230348.00,20362,29.24,18.55,-11.10
10-July-2019,674.40,684.50,668.30,674.60,676.454175643137751869,78910,1918,53378999.00,13238,16.78,16.20,0.20
9-July-2019,680.00,683.20,669.00,675.50,675.341524785571289510,54447,1616,36770320.00,16390,30.10,14.20,-4.50
8-July-2019,682.00,685.00,665.25,680.45,678.802061181089481433,73356,2431,49794204.00,24906,33.95,19.75,-1.55
5-July-2019,700.00,703.00,678.35,681.55,690.729316875176076545,95839,3771,66198807.00,47747,49.82,24.65,-18.45
4-July-2019,704.65,706.60,697.15,701.10,701.154046442425208565,56457,2040,39585054.00,22192,39.31,9.45,-3.55
3-July-2019,716.00,716.00,699.00,701.15,703.958404993948659150,62796,3702,44205772.00,30080,47.90,17.00,-14.85
2-July-2019,704.50,713.00,700.25,711.40,706.912337035248672139,41420,1266,29280309.00,12528,30.25,12.75,6.90
1-July-2019,708.00,712.05,702.80,705.15,706.558963776246193300,49912,1632,35265771.00,19492,39.05,9.25,-2.85
28-June-2019,709.00,715.00,704.40,706.25,710.081292841000354868,107082,3148,76036925.00,29757,27.79,10.60,-2.75
27-June-2019,716.75,718.00,692.05,701.95,701.240738035704568042,349143,6158,244833295.00,208737,59.79,25.95,-14.80
26-June-2019,725.10,730.85,716.75,718.20,722.223706952896919345,68849,1965,49724380.00,34599,50.25,14.10,-6.90
25-June-2019,728.00,728.00,720.60,724.50,724.246376424025244691,37394,1157,27082469.00,12366,33.07,7.40,-3.50
24-June-2019,739.85,739.85,727.00,728.85,730.275153227732229563,50252,1320,36697787.00,22736,45.24,12.85,-11.00
21-June-2019,725.95,743.40,725.95,739.85,735.464395915035932554,100466,2201,73889166.00,30577,30.44,17.45,13.90
20-June-2019,729.00,731.00,718.45,725.60,724.270730021338622907,66546,1974,48197320.00,22980,34.53,12.55,-3.40
19-June-2019,742.90,744.35,729.55,735.85,736.008566569716619780,62919,1659,46308923.00,29656,47.13,14.80,-7.05
18-June-2019,737.20,744.50,736.25,741.10,740.468649502388156267,52551,1338,38912368.00,26763,50.93,8.25,3.90
17-June-2019,741.90,743.35,734.05,736.75,737.952633698158790585,27319,1008,20160128.00,10867,39.78,9.30,-5.15
14-June-2019,747.00,747.00,735.65,740.75,740.325480942286925568,25003,1080,18510358.00,6669,26.67,11.35,-6.25
13-June-2019,747.40,752.85,738.65,744.35,744.611678418979789165,84806,2412,63147538.00,20249,23.88,14.20,-3.05
12-June-2019,763.00,764.85,743.40,747.40,749.781828266021277668,79332,2345,59481692.00,35657,44.95,21.45,-15.60
11-June-2019,769.00,770.00,760.00,761.90,763.916245679340600904,41371,1445,31603979.00,12665,30.61,10.00,-7.10
10-June-2019,755.00,769.25,755.00,767.40,764.853396937287311618,65824,2312,50345710.00,22938,34.85,14.25,12.40
7-June-2019,741.90,752.50,729.40,749.85,741.123535274220826286,66224,2318,49080165.00,18512,27.95,23.10,7.95
6-June-2019,749.95,749.95,733.90,741.05,739.473053275674403553,67986,2959,50273815.00,21235,31.23,16.05,-8.90
4-June-2019,758.90,762.70,747.60,748.55,753.722751457609838468,62774,1488,47314192.00,24134,38.45,15.10,-10.35
3-June-2019,764.95,764.95,750.10,757.80,756.011649639549753376,71161,2013,53798545.00,17039,23.94,14.85,-7.15
31-May-2019,736.50,764.60,736.50,760.40,755.240754687831913948,207132,5925,156434528.00,80688,38.95,28.10,23.90
30-May-2019,741.10,745.55,731.00,735.55,738.201573222840864948,61784,1697,45609046.00,21222,34.35,14.55,-5.55
29-May-2019,740.00,748.10,734.25,738.85,741.861845141279267693,132185,4458,98063008.00,50276,38.03,13.85,-1.15
28-May-2019,734.00,746.85,727.90,739.55,738.138273157609739908,171747,4694,126773034.00,71411,41.58,18.95,5.55
27-May-2019,736.00,737.95,720.90,725.10,727.582338386322646037,134178,3279,97625543.00,42561,31.72,17.05,-10.90
24-May-2019,745.50,746.15,732.10,736.00,736.783858804805032399,105556,4582,77771957.00,35033,33.19,14.05,-9.50
23-May-2019,756.00,760.15,740.60,743.00,748.007210718198308220,111362,3355,83299579.00,24879,22.34,19.55,-13.00
22-May-2019,760.00,767.25,745.30,750.00,753.354001448102559734,234790,6520,176879986.00,43448,18.50,21.95,-10.00
21-May-2019,784.00,784.80,769.45,773.45,775.536784353408066785,126494,3184,98100750.00,38192,30.19,15.35,-10.55
20-May-2019,801.00,801.00,763.25,779.00,774.316712864653407033,185073,6147,143305117.00,57861,31.26,37.75,-22.00
17-May-2019,795.70,796.50,779.00,787.15,784.620314183632960925,52899,1447,41505630.00,14609,27.62,17.50,-8.55
16-May-2019,790.00,794.95,781.80,789.30,788.375726184643382095,28574,1246,22527048.00,8045,28.15,13.15,-0.70
15-May-2019,793.30,798.20,786.00,789.55,791.770231182910890664,46673,1942,36954292.00,14111,30.23,12.20,-3.75
14-May-2019,816.00,816.00,787.00,791.10,795.024234750055053952,90820,2923,72204101.00,25269,27.82,29.00,-24.90
13-May-2019,810.00,825.45,809.20,815.30,818.699287610001396843,71590,2297,58610682.00,15650,21.86,16.25,5.30
10-May-2019,815.50,815.50,800.60,805.75,807.202123256487728156,48322,1347,39005621.00,15734,32.56,14.90,-9.75
9-May-2019,805.00,814.45,799.40,809.50,808.763706154195813025,39599,1491,32026234.00,9303,23.49,15.05,4.50
8-May-2019,814.55,814.55,800.10,802.35,805.916060261512222853,35180,914,28352127.00,9887,28.10,14.45,-12.20
7-May-2019,816.00,824.00,809.70,814.45,813.568209124466211488,414490,1025,337215887.00,9206,2.22,14.30,-1.55
6-May-2019,810.00,825.00,810.00,819.15,820.313047733440099648,44958,1627,36879634.00,11101,24.69,15.00,9.15
3-May-2019,831.00,832.85,814.20,816.55,817.127043472340004085,323102,1793,264015382.00,287530,88.99,18.65,-14.45
2-May-2019,834.70,846.00,830.00,834.55,837.016001818084594406,74804,3383,62612145.00,21738,29.06,16.00,-0.15
30-April-2019,823.00,839.00,823.00,834.70,831.842969121678258308,176564,5092,146873522.00,80378,45.52,16.00,11.70
26-April-2019,808.25,826.60,808.25,823.00,822.607388216115510013,68704,2308,56516418.00,20715,30.15,18.35,14.75
25-April-2019,820.00,826.35,812.15,814.70,818.390510697823743894,87214,2670,71375110.00,29866,34.24,14.20,-5.30
24-April-2019,805.05,819.90,805.05,818.60,814.426918630212828320,122822,4377,100029543.00,53550,43.60,14.85,13.55
23-April-2019,804.10,807.95,800.00,803.80,803.357138721630384437,34544,1264,27751169.00,13838,40.06,7.95,-0.30
22-April-2019,803.00,810.00,800.20,803.60,804.998289062834167415,93516,2225,75280220.00,28825,30.82,9.80,0.60
18-April-2019,797.20,808.00,797.20,799.35,803.819659661611975230,102545,3463,82427687.00,38198,37.25,10.80,2.15
16-April-2019,800.00,804.00,795.95,797.10,799.110024225306834751,87099,2821,69601684.00,35032,40.22,8.05,-2.90
15-April-2019,786.75,800.00,785.00,796.45,795.837175935088066495,141484,4808,112598227.00,65690,46.43,15.00,9.70
12-April-2019,779.95,786.50,775.00,784.70,780.030132942871751963,86052,2865,67123153.00,34610,40.22,11.50,4.75
11-April-2019,792.95,795.40,777.20,780.95,787.043515783184518870,60254,1594,47422520.00,19116,31.73,18.20,-12.00
10-April-2019,789.40,798.00,787.00,789.00,791.067640941892438898,71643,2020,56674459.00,16713,23.33,11.00,-0.40
9-April-2019,790.90,797.40,785.00,788.95,792.729420087306106251,115914,2967,91888438.00,33144,28.59,12.40,-1.95
8-April-2019,779.00,791.00,774.85,787.10,782.808944741774495856,88566,1604,69330257.00,24641,27.82,16.15,8.10
5-April-2019,777.00,787.15,774.50,779.20,780.984319722877358490,54272,1546,42385581.00,13236,24.39,12.65,2.20
4-April-2019,780.90,781.65,767.05,774.15,771.978543214835643034,89622,3062,69186261.00,35395,39.49,14.60,-6.75
3-April-2019,794.60,794.60,778.00,780.05,783.176276343769990145,57841,1723,45299699.00,22768,39.36,16.60,-14.55
2-April-2019,788.00,793.85,785.35,791.95,789.974059791436755241,80647,1857,63709038.00,24340,30.18,8.50,3.95
1-April-2019,782.50,794.45,779.35,785.70,787.444696838832268094,115780,2250,91170347.00,48595,41.97,15.10,3.20
29-March-2019,778.00,782.50,771.15,776.20,775.790039432508665328,71261,1724,55283574.00,28485,39.97,11.35,-1.80
28-March-2019,770.00,782.10,769.10,771.85,775.471022996119996214,105670,3114,81944023.00,37480,35.47,13.00,1.85
27-March-2019,772.10,772.90,762.35,764.40,765.173785273000500918,89835,2731,68739387.00,34988,38.95,10.55,-7.70
26-March-2019,790.05,790.05,769.50,772.10,774.099503599412175020,147663,4946,114305855.00,59696,40.43,20.55,-17.95
25-March-2019,791.00,795.70,786.80,789.60,790.767158612450647591,68639,2772,54277467.00,26898,39.19,8.90,-1.40
22-March-2019,790.00,798.40,783.55,789.60,788.547742395385772074,461529,1858,363937651.00,419224,90.83,14.85,-0.40
20-March-2019,799.95,806.95,787.50,789.85,797.227916619303573071,184743,4062,147282277.00,44839,24.27,19.45,-10.10
19-March-2019,791.00,796.95,783.65,794.50,789.694487504253468940,52898,1920,41773259.00,16398,31.00,13.30,3.50
18-March-2019,802.10,805.50,782.80,788.75,793.873817599847124020,83728,2127,66469467.00,23932,28.58,22.70,-13.35
15-March-2019,788.95,807.00,787.85,799.75,798.700853967300347594,93212,2430,74448504.00,19906,21.36,19.15,10.80
14-March-2019,796.50,796.50,775.65,788.50,785.093702685352293511,82559,3215,64816551.00,25136,30.45,20.85,-8.00
13-March-2019,806.00,815.95,789.00,791.05,798.515359518664463370,141606,3955,113074566.00,51468,36.35,26.95,-14.95
12-March-2019,810.00,813.25,801.55,804.75,805.448436379792594387,99033,2943,79765975.00,45912,46.36,11.70,-5.25
11-March-2019,813.00,814.65,803.65,807.80,808.138944370147802073,57577,2138,46530216.00,19926,34.61,11.00,-5.20
8-March-2019,808.25,812.85,802.40,811.20,809.201404286770140428,43296,1141,35035184.00,15080,34.83,10.45,2.95
7-March-2019,822.95,824.50,806.00,808.10,813.411244671664907687,72959,3593,59345671.00,34992,47.96,18.50,-14.85
6-March-2019,812.90,828.00,812.50,822.70,820.919038368639059336,97293,3021,79869676.00,26868,27.62,15.50,9.80
5-March-2019,821.00,824.80,807.00,809.55,812.278206109116591136,254865,7461,207021285.00,84556,33.18,17.80,-11.45
1-March-2019,830.00,836.45,829.30,832.00,832.344292982804257565,267101,5815,222319993.00,172921,64.74,7.15,2.00
28-February-2019,832.05,837.90,825.30,832.00,831.980666146239916731,192150,5310,159865085.00,77635,40.40,12.60,-0.05
27-February-2019,836.00,837.50,821.45,825.10,827.640475090119234679,216380,4578,179084846.00,86739,40.09,16.05,-10.90
26-February-2019,826.80,838.35,820.85,833.20,830.107436316592870056,184742,4451,153355708.00,73143,39.59,17.50,6.40
25-February-2019,832.50,833.00,822.85,830.80,827.398977692021258589,147705,5726,122210966.00,73062,49.46,10.15,-1.70
22-February-2019,828.90,830.80,818.30,825.20,824.010799626759706276,246490,6574,203110422.00,96782,39.26,12.50,-3.70
21-February-2019,814.50,840.10,809.70,820.40,826.958979459000410652,715934,14665,592048050.00,245769,34.33,30.40,5.90
20-February-2019,795.00,815.00,786.00,811.75,801.124164322094464397,110539,3046,88555464.00,33380,30.20,29.00,16.75
19-February-2019,805.00,808.30,790.00,792.50,795.318986433740532101,94794,2166,75391468.00,17373,18.33,18.30,-12.50
18-February-2019,816.00,822.50,801.00,803.60,809.303517317372467506,159724,3580,129265195.00,28871,18.08,21.50,-12.40
15-February-2019,796.10,804.00,777.20,800.70,792.639474530981127324,71479,2197,56657077.00,20840,29.16,26.80,4.60
14-February-2019,802.00,811.00,800.45,805.35,807.904177650090335574,135052,1845,109109075.00,90605,67.09,10.55,3.35
13-February-2019,806.00,814.55,798.00,809.85,806.604346004675738861,73999,2376,59687915.00,19848,26.82,16.55,3.85
12-February-2019,810.10,814.35,796.40,805.35,802.475696403385049365,113440,2829,91032843.00,27940,24.63,17.95,-4.75
11-February-2019,805.10,813.25,803.65,808.75,808.171719739335397698,129822,1870,104918469.00,23058,17.76,9.60,3.65
8-February-2019,803.80,824.00,800.00,803.55,809.001372443259637460,354113,2749,286477903.00,39985,11.29,24.00,-0.25
7-February-2019,805.30,817.20,799.00,804.35,806.098028927474196554,144845,4040,116759269.00,27610,19.06,18.20,-0.95
6-February-2019,782.00,814.00,774.10,811.00,799.442950264751663619,735595,14877,588066237.00,187636,25.51,39.90,29.00
5-February-2019,762.00,762.00,740.40,750.00,748.347083265954679359,142231,2632,106438154.00,24781,17.42,21.60,-12.00
4-February-2019,747.85,757.00,736.50,749.40,744.958403938205791042,80849,1811,60229142.00,21575,26.69,20.50,1.55
1-February-2019,733.00,750.10,728.85,747.85,743.100163376963848097,105278,2352,78232099.00,37413,35.54,21.25,14.85
31-January-2019,721.80,736.35,718.50,732.85,731.565571355882274175,74682,2641,54634780.00,24157,32.35,17.85,11.05
30-January-2019,731.85,733.00,713.70,715.90,720.122607373223556557,38138,1120,27464036.00,8540,22.39,19.30,-15.95
29-January-2019,735.00,741.75,722.00,731.85,730.078059363556280349,137357,1602,100281332.00,83275,60.63,19.75,-3.15
28-January-2019,730.00,738.00,721.70,735.70,731.522963598057308357,382562,1640,279852888.00,16649,4.35,16.30,5.70
25-January-2019,730.00,734.85,724.50,728.60,731.010729709273852455,67383,1923,49257696.00,24461,36.30,10.35,-1.40
24-January-2019,720.50,730.00,717.00,728.10,724.420506804317221961,63930,1368,46312203.00,20324,31.79,13.00,7.60
23-January-2019,713.25,724.10,711.85,718.75,720.147025528474067228,43285,1213,31171564.00,11578,26.75,12.25,5.50
22-January-2019,717.00,719.40,701.05,715.20,709.463684399068601110,66996,1437,47531229.00,10664,15.92,18.35,-1.80
21-January-2019,711.65,720.95,708.10,713.35,717.276437700586307397,88179,2152,63248719.00,30613,34.72,12.85,1.70
18-January-2019,705.05,713.95,703.60,707.70,708.584593601871421829,48733,1024,34531453.00,8251,16.93,10.35,2.65
17-January-2019,702.00,708.70,696.30,705.30,704.055287087555209145,57735,1346,40648632.00,14155,24.52,12.40,3.30
16-January-2019,706.45,706.45,696.95,700.20,700.699344149119779081,55043,1953,38568594.00,16790,30.50,9.50,-6.25
15-January-2019,685.00,710.00,683.60,707.30,700.352447368996349168,91486,1801,64072444.00,26322,28.77,26.40,22.30
14-January-2019,699.45,701.30,676.55,680.25,686.155051726332248504,55001,1877,37739214.00,15597,28.36,24.75,-19.20
11-January-2019,695.00,699.95,687.00,698.35,694.675479732643380767,37104,1197,25775239.00,10374,27.96,12.95,3.35
10-January-2019,694.75,696.70,688.90,693.35,693.147095479830987628,32897,818,22802460.00,6680,20.31,7.80,-1.40
9-January-2019,695.00,701.00,685.00,694.00,695.236100234925606891,84282,1997,58595889.00,19933,23.65,16.00,-1.00
8-January-2019,691.40,692.70,685.10,689.90,688.618866077638391592,38821,1659,26732873.00,8778,22.61,7.60,-1.50
7-January-2019,682.50,691.60,682.50,687.55,687.063512664421165394,291249,1336,200106561.00,244975,84.11,9.10,5.05
4-January-2019,695.35,696.10,672.95,681.25,681.139894882723635698,114729,3047,78146499.00,26137,22.78,23.15,-14.10
3-January-2019,711.00,715.25,686.10,691.05,696.031467057453727867,99628,2784,69344223.00,27165,27.27,29.15,-19.95
2-January-2019,719.00,729.35,709.30,711.85,719.875508682551023578,64382,1501,46347025.00,13156,20.43,20.05,-7.15
1-January-2019,715.00,722.40,714.30,719.65,718.380544182872739679,23448,541,16844587.00,4249,18.12,8.10,4.65
31-December-2018,716.00,724.20,715.40,721.10,719.041198131137155527,50512,1529,36320209.00,14595,28.89,8.80,5.10
28-December-2018,708.95,718.20,708.80,712.30,713.462690914386616423,54933,1352,39192646.00,12187,22.19,9.40,3.35
27-December-2018,696.80,714.30,696.80,708.10,707.421930933956399648,93302,1776,66003881.00,15182,16.27,17.50,11.30
26-December-2018,697.00,698.30,687.00,694.65,691.547030307968062571,49096,1288,33952193.00,11524,23.47,11.30,-2.35
24-December-2018,695.00,705.00,692.75,697.95,699.379856344772545889,62650,1190,43816148.00,15399,24.58,12.25,2.95
21-December-2018,709.95,713.25,693.05,695.75,703.841770082369244663,64223,1466,45202830.00,12688,19.76,20.20,-14.20
20-December-2018,708.95,716.90,703.00,706.00,711.033426053256657082,63992,1536,45500451.00,12551,19.61,13.90,-2.95
19-December-2018,711.00,714.00,692.10,708.25,702.040326192588836776,118335,3356,83075942.00,26442,22.35,21.90,-2.75
18-December-2018,714.95,715.00,705.00,708.35,709.315455115282318860,59029,1238,41870182.00,13433,22.76,10.00,-6.60
17-December-2018,714.00,723.30,711.75,719.90,717.043512300358397995,57478,1543,41214227.00,19573,34.05,11.55,5.90
14-December-2018,709.75,717.00,705.35,712.25,711.529346914319952067,83450,1303,59377124.00,25138,30.12,11.65,2.50
13-December-2018,704.25,713.25,698.00,709.75,705.395742420527907166,122370,2144,86319277.00,14085,11.51,15.25,5.50
12-December-2018,700.90,710.60,691.45,704.75,702.916044275315406357,126662,1886,89032752.00,10366,8.18,19.15,3.85
11-December-2018,687.00,708.00,685.80,695.50,699.202075544669330926,124112,2402,86779368.00,22322,17.99,22.20,8.50
10-December-2018,690.00,704.80,682.05,686.40,692.186523477477723346,73283,1564,50725505.00,11011,15.03,22.75,-3.60
7-December-2018,710.95,710.95,685.30,692.90,696.116588696576237647,81869,1503,56990369.00,18916,23.11,25.65,-18.05
6-December-2018,721.00,721.90,692.50,697.50,701.541011658947272353,131487,3152,92243523.00,26655,20.27,29.40,-23.50
5-December-2018,713.35,738.00,713.35,725.25,729.512953491327276192,251824,3259,183708870.00,36132,14.35,24.65,11.90
4-December-2018,715.50,726.30,704.80,723.85,711.701703927709168839,446087,3036,317480878.00,21881,4.91,21.50,8.35
3-December-2018,706.00,717.40,704.00,711.70,710.843158784849746948,79233,1795,56322236.00,19159,24.18,13.40,5.70
30-November-2018,690.00,708.00,687.90,705.50,697.618807171606293450,122985,2152,85796649.00,25580,20.80,20.10,15.50
29-November-2018,705.60,705.60,687.30,689.70,693.672045902815133584,66924,1544,46423308.00,19001,28.39,18.30,-15.90
28-November-2018,700.55,706.00,692.50,698.35,699.414861031165200230,97288,1876,68044673.00,18037,18.54,13.50,-2.20
27-November-2018,698.90,707.70,686.10,693.55,693.545104667263989574,98216,2270,68117226.00,19777,20.14,21.60,-5.35
26-November-2018,691.00,698.75,671.00,693.90,685.315977847266699318,106172,2440,72761368.00,18518,17.44,27.75,2.90
22-November-2018,696.00,710.05,687.00,690.95,698.720503039850025386,153626,2829,107341636.00,21107,13.74,23.05,-5.05
21-November-2018,714.00,714.00,685.00,690.95,691.004453987799946461,175573,3547,121321725.00,30071,17.13,29.00,-23.05
20-November-2018,732.00,732.00,704.00,709.35,709.139618029725667612,131738,2352,93420635.00,21721,16.49,28.00,-22.65
19-November-2018,730.00,734.40,723.45,730.50,730.319868976812343763,58005,1312,42362204.00,17336,29.89,10.95,0.50
16-November-2018,715.45,730.95,712.00,726.80,722.353018699025263576,80432,1817,58100298.00,16223,20.17,18.95,11.35
15-November-2018,700.00,720.00,697.35,713.50,714.251344162737868289,87601,2792,62569132.00,10196,11.64,22.65,13.50
14-November-2018,721.35,727.75,692.40,700.15,706.266241244548492457,105934,2411,74817608.00,30642,28.93,35.35,-21.20
