Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-January-2019,1399.80,1424.20,1396.50,1420.65,1410.883425215691469946,369857,5639,521825111.00,242718,65.62,27.70,20.85
18-January-2019,1399.75,1404.25,1384.05,1401.30,1398.500684591725369580,151185,1524,211432326.00,121465,80.34,20.20,1.55
17-January-2019,1397.00,1399.20,1385.20,1389.45,1391.167619378817187941,46009,1439,64006231.00,26105,56.74,14.00,-7.55
16-January-2019,1407.00,1413.60,1386.30,1389.00,1394.139088009007318446,79935,1084,111440508.00,59910,74.95,27.30,-18.00
15-January-2019,1388.45,1414.00,1388.45,1406.05,1407.388259120699839666,35551,1862,50034060.00,7813,21.98,25.55,17.60
14-January-2019,1410.00,1410.25,1386.80,1388.40,1390.686675396550872164,80948,1455,112573305.00,59726,73.78,23.45,-21.60
11-January-2019,1397.00,1406.60,1394.00,1402.20,1401.455686034502543701,26143,1345,36638256.00,5789,22.14,12.60,5.20
10-January-2019,1387.10,1402.35,1387.10,1397.55,1394.964515142245334964,32690,1162,45601390.00,8137,24.89,15.25,10.45
9-January-2019,1411.95,1413.50,1390.00,1402.90,1407.151634225143035038,263397,3955,370639519.00,189508,71.95,23.50,-9.05
8-January-2019,1400.00,1412.75,1396.55,1401.25,1403.990784357388787063,58379,2934,81963578.00,14371,24.62,16.20,1.25
7-January-2019,1394.40,1404.05,1384.50,1394.80,1395.436821449735568053,89437,1701,124803683.00,49155,54.96,19.55,0.40
4-January-2019,1388.00,1401.30,1380.05,1385.30,1392.973763846066004339,70056,2724,97586170.00,20376,29.09,21.25,-2.70
3-January-2019,1382.00,1392.00,1379.95,1385.15,1387.619864998081076403,132887,4403,184396641.00,77406,58.25,12.05,3.15
2-January-2019,1371.00,1386.75,1363.30,1381.55,1375.781648449039881831,84625,1513,116425522.00,42818,50.60,23.45,10.55
1-January-2019,1380.00,1380.10,1351.60,1371.85,1368.882857403521576498,43844,1165,60017300.00,12071,27.53,28.50,-8.15
31-December-2018,1379.50,1379.50,1359.75,1373.70,1373.336550679968637629,36987,1260,50795599.00,14541,39.31,19.75,-5.80
28-December-2018,1372.10,1384.25,1361.00,1365.35,1366.792931463122678861,65162,1975,89062961.00,19438,29.83,23.25,-6.75
27-December-2018,1362.50,1385.00,1355.10,1367.05,1362.784328719783779997,171307,4566,233454495.00,86472,50.48,29.90,4.55
26-December-2018,1372.60,1373.60,1344.35,1362.20,1361.499150676765173797,278457,3566,379118969.00,170332,61.17,29.25,-10.40
24-December-2018,1390.00,1390.15,1352.20,1356.05,1359.580698927718206567,143992,2374,195768744.00,91458,63.52,37.95,-33.95
21-December-2018,1444.00,1444.00,1382.40,1387.80,1398.385677214378040237,101349,3147,141724990.00,27844,27.47,61.60,-56.20
20-December-2018,1392.00,1431.50,1389.80,1425.30,1419.406410230689201544,348911,5122,495246510.00,232968,66.77,41.70,33.30
19-December-2018,1370.00,1404.90,1369.90,1400.40,1396.153397154316271963,335104,6281,467856588.00,179461,53.55,35.00,30.40
18-December-2018,1344.50,1358.95,1330.00,1354.45,1344.254428917077904252,156641,2007,210565358.00,111164,70.97,28.95,9.95
17-December-2018,1342.00,1350.00,1330.30,1334.85,1335.503178400292129639,134187,1925,179207165.00,84263,62.80,19.70,-7.15
14-December-2018,1335.00,1349.55,1319.50,1340.05,1337.709853484414560245,96372,3140,128917774.00,19741,20.48,30.05,5.05
13-December-2018,1340.00,1342.00,1316.00,1320.15,1323.280793907884493203,111751,1595,147877952.00,79430,71.08,26.00,-19.85
12-December-2018,1323.95,1336.50,1312.30,1328.70,1327.680234874698542518,333795,2675,443173024.00,203756,61.04,24.20,4.75
11-December-2018,1263.00,1334.45,1254.35,1323.95,1310.219161946587364487,137533,4933,180198372.00,18373,13.36,80.10,60.95
10-December-2018,1299.00,1306.10,1263.30,1272.70,1276.049341452460283473,95741,2053,122170240.00,44120,46.08,42.80,-26.30
7-December-2018,1311.80,1323.15,1300.00,1318.60,1318.653880756274976113,143387,2595,189077824.00,93719,65.36,23.15,6.80
6-December-2018,1330.00,1330.00,1287.00,1295.05,1300.930323275548374889,68703,1939,89377816.00,32002,46.58,43.00,-34.95
5-December-2018,1330.00,1342.20,1323.65,1328.30,1329.715823762707527580,101613,1251,135116414.00,75072,73.88,18.55,-1.70
4-December-2018,1346.00,1353.75,1326.50,1329.35,1333.418124247349406721,118747,1635,158339402.00,83871,70.63,27.25,-16.65
3-December-2018,1349.90,1360.00,1333.50,1339.90,1343.426346266368056816,49563,1494,66584240.00,11158,22.51,26.50,-10.00
30-November-2018,1352.00,1361.75,1341.00,1344.90,1348.322825407950268919,65633,1929,88494472.00,31401,47.84,20.75,-7.10
29-November-2018,1332.20,1355.65,1332.00,1352.65,1347.221768809541669792,66655,2001,89799067.00,15516,23.28,23.65,20.45
28-November-2018,1341.00,1358.00,1318.15,1323.65,1334.059115662568072062,58394,2026,77901048.00,18800,32.20,39.85,-17.35
27-November-2018,1305.05,1345.90,1305.05,1339.20,1335.722166331321260898,131208,1463,175257434.00,97965,74.66,40.85,34.15
26-November-2018,1330.00,1357.65,1323.00,1349.60,1346.006981887271718163,587377,5369,790613543.00,414013,70.49,34.65,19.60
22-November-2018,1330.00,1330.00,1309.45,1313.85,1314.682843014745260451,112036,1249,147291807.00,80222,71.60,20.55,-16.15
21-November-2018,1326.25,1341.80,1314.00,1322.90,1327.435187231430325352,81450,2504,108119596.00,20117,24.70,27.80,-3.35
20-November-2018,1321.00,1330.90,1304.05,1306.60,1316.681624477968124094,93864,2305,123589004.00,34876,37.16,26.85,-14.40
19-November-2018,1332.90,1332.90,1305.30,1311.90,1309.682797996734282364,91251,2456,119509865.00,51634,56.58,27.60,-21.00
16-November-2018,1320.00,1332.00,1313.55,1320.45,1320.502221659064031086,118380,2100,156321053.00,65653,55.46,18.45,0.45
15-November-2018,1319.90,1333.00,1311.00,1312.25,1313.383484054848113211,523482,2404,687532613.00,57065,10.90,22.00,-7.65
14-November-2018,1322.00,1337.00,1290.00,1319.90,1324.114971854795141248,286905,4496,379895206.00,160294,55.87,47.00,-2.10
13-November-2018,1279.00,1299.00,1279.00,1284.80,1286.064537461400008050,173899,2409,223645337.00,118149,67.94,20.00,5.80
12-November-2018,1298.90,1314.95,1272.85,1275.55,1288.935756805564845160,89706,2844,115625271.00,16746,18.67,42.10,-23.35
9-November-2018,1265.00,1307.25,1259.50,1298.20,1293.671985122612368404,158630,4604,205215187.00,35757,22.54,47.75,33.20
7-November-2018,1250.00,1253.40,1245.00,1250.85,1249.648067877893571889,10843,489,13549934.00,5010,46.20,8.40,0.85
6-November-2018,1242.00,1254.45,1232.10,1238.75,1241.858594674269312076,51561,1238,64031471.00,19968,38.73,22.35,-3.25
5-November-2018,1254.00,1260.25,1233.50,1242.15,1244.114317751311807354,91858,2242,114281853.00,51486,56.05,26.75,-11.85
2-November-2018,1240.00,1289.65,1227.80,1246.15,1256.673831344366057888,288173,6056,362139468.00,156573,54.33,61.85,6.15
1-November-2018,1229.00,1244.05,1212.40,1217.20,1224.934679882800324169,80205,2440,98245886.00,18792,23.43,31.65,-11.80
31-October-2018,1210.00,1232.00,1185.00,1227.25,1206.340388899242968840,112677,2270,135926816.00,55938,49.64,47.00,17.25
30-October-2018,1192.00,1207.80,1176.75,1197.45,1199.762922607148349113,45521,1659,54614408.00,14026,30.81,31.05,5.45
29-October-2018,1190.25,1212.80,1187.00,1195.00,1196.188720317351572945,90499,2391,108253883.00,34062,37.64,25.80,4.75
26-October-2018,1203.00,1205.00,1168.80,1189.45,1186.571830202216918278,204879,8145,243103650.00,76940,37.55,36.20,-13.55
25-October-2018,1180.00,1211.15,1153.15,1200.60,1195.404682732180580549,102248,3527,122227738.00,15812,15.46,58.00,20.60
24-October-2018,1164.00,1199.20,1150.80,1189.95,1175.434192109425674522,175754,6577,206587261.00,44638,25.40,48.40,25.95
23-October-2018,1133.00,1190.00,1119.60,1138.80,1137.973478121242447552,669485,20278,761856174.00,207597,31.01,70.40,5.80
22-October-2018,1260.00,1260.00,1193.00,1201.45,1219.191239000578071809,77845,3191,94907942.00,12283,15.78,67.00,-58.55
19-October-2018,1267.90,1287.40,1221.95,1237.95,1258.178064900590497860,184590,8405,232247089.00,45561,24.68,65.45,-29.95
17-October-2018,1278.10,1281.35,1253.00,1256.20,1266.343004374781931882,37259,1969,47182674.00,9986,26.80,28.35,-21.90
16-October-2018,1272.05,1283.50,1255.00,1266.80,1269.340950119537463203,61487,2071,78047967.00,18923,30.78,28.50,-5.25
15-October-2018,1260.00,1260.00,1242.90,1246.55,1248.240669579407274832,37994,1215,47425656.00,8823,23.22,17.10,-13.45
12-October-2018,1235.00,1265.95,1235.00,1261.50,1253.115573890305500966,61571,2301,77155579.00,14550,23.63,30.95,26.50
11-October-2018,1208.00,1220.25,1194.20,1216.05,1210.113122727342467434,65177,2789,78871543.00,10154,15.58,26.05,8.05
10-October-2018,1215.00,1240.50,1181.20,1225.95,1217.763869590018868200,68369,3843,83257298.00,11641,17.03,59.30,10.95
9-October-2018,1256.00,1261.50,1191.45,1202.00,1213.309915956634010000,103399,3754,125455032.00,20922,20.23,70.05,-54.00
8-October-2018,1216.00,1258.35,1200.00,1251.45,1234.365047395554241578,108238,4980,133605204.00,30428,28.11,58.35,35.45
5-October-2018,1223.95,1240.75,1198.00,1207.90,1217.012791079042308953,54882,2239,66792096.00,15632,28.48,42.75,-16.05
4-October-2018,1239.50,1239.50,1216.10,1227.90,1228.098034303655827780,59877,2304,73534826.00,10366,17.31,23.40,-11.60
3-October-2018,1270.00,1270.25,1240.60,1251.65,1258.371525071447129124,73131,2672,92025968.00,19313,26.41,29.65,-18.35
1-October-2018,1300.00,1307.50,1269.00,1278.60,1284.344387561142509567,78914,2384,101352753.00,15126,19.17,38.50,-21.40
28-September-2018,1305.00,1315.00,1285.00,1294.05,1301.591402299445184485,77323,4796,100642952.00,18831,24.35,30.00,-10.95
27-September-2018,1286.50,1312.35,1275.60,1286.60,1302.836872466926665137,418464,9212,545190329.00,291432,69.64,36.75,0.10
26-September-2018,1308.00,1308.00,1275.10,1280.55,1282.906901728844404003,219800,3460,281982937.00,153259,69.73,32.90,-27.45
25-September-2018,1271.90,1303.75,1259.55,1290.95,1283.942053638795527813,72895,2620,93592956.00,6080,8.34,44.20,19.05
24-September-2018,1305.00,1314.95,1245.85,1265.85,1273.189186623061504378,94790,3811,120685603.00,11856,12.51,69.10,-39.15
21-September-2018,1294.00,1324.00,1215.00,1303.10,1301.942549140312951854,139702,3715,181883978.00,26485,18.96,109.00,9.10
19-September-2018,1309.80,1317.00,1286.10,1289.35,1303.621258144549817979,86254,2918,112442548.00,10884,12.62,30.90,-20.45
18-September-2018,1314.75,1380.00,1284.10,1291.15,1315.461922440771546543,336156,4117,442200418.00,258441,76.88,95.90,-23.60
17-September-2018,1331.00,1331.00,1301.05,1305.30,1310.603657644476956839,61515,2368,80621784.00,16659,27.08,29.95,-25.70
14-September-2018,1280.55,1332.65,1280.55,1331.00,1322.772585622882950696,66425,2233,87865169.00,11328,17.05,52.10,50.45
12-September-2018,1297.00,1312.85,1280.00,1291.75,1291.334307483561214904,38324,1337,49489096.00,7512,19.60,32.85,-5.25
11-September-2018,1300.00,1312.75,1287.20,1295.85,1303.157081743554168111,43245,1751,56355028.00,11205,25.91,25.55,-4.15
10-September-2018,1310.40,1330.00,1280.15,1292.45,1293.050051534971535356,103813,4113,134235405.00,30230,29.12,49.85,-17.95
7-September-2018,1327.00,1337.00,1301.00,1317.35,1315.549801480319592176,40802,2700,53677063.00,17337,42.49,36.00,-9.65
6-September-2018,1330.20,1330.20,1308.50,1314.65,1317.112276767838552094,37461,1635,49340343.00,13286,35.47,21.70,-15.55
5-September-2018,1310.15,1330.40,1303.25,1317.30,1315.104159137453318877,66408,2854,87333437.00,18358,27.64,27.15,7.15
4-September-2018,1366.80,1368.95,1304.40,1312.05,1321.717025949889183736,100617,3867,132987202.00,31411,31.22,64.55,-54.75
3-September-2018,1375.00,1387.45,1353.00,1359.45,1371.381378898534748059,65313,2634,89569032.00,17618,26.97,34.45,-15.55
31-August-2018,1376.50,1392.45,1365.80,1371.10,1375.845713128859196274,49395,1684,67959899.00,16852,34.12,26.65,-5.40
30-August-2018,1394.00,1398.00,1373.30,1375.95,1379.182052213943909382,66036,1579,91075666.00,29496,44.67,24.70,-18.05
29-August-2018,1409.30,1412.75,1388.35,1392.00,1396.741897600678530068,61309,1674,85632849.00,23763,38.76,24.40,-17.30
28-August-2018,1400.10,1419.75,1400.10,1407.40,1412.533000183845035348,59833,1895,84516087.00,11076,18.51,19.65,7.30
27-August-2018,1397.00,1406.00,1396.50,1399.60,1400.795191765369430344,28368,1408,39737758.00,9128,32.18,9.50,2.60
24-August-2018,1397.00,1410.00,1386.00,1392.50,1396.320921818255457601,74071,2189,103426887.00,19642,26.52,24.00,-4.50
23-August-2018,1405.50,1412.70,1391.10,1393.90,1397.161470787277238890,132990,2556,185808504.00,73232,55.07,21.60,-11.60
21-August-2018,1414.65,1424.75,1397.00,1402.15,1407.496756376520855587,115149,2695,162071844.00,51681,44.88,27.75,-12.50
20-August-2018,1408.95,1431.35,1399.65,1408.90,1413.476221718557397908,100596,2402,142190054.00,43298,43.04,31.70,-0.05
17-August-2018,1408.00,1408.00,1387.55,1399.80,1396.890079798404031919,59525,1518,83149882.00,15418,25.90,20.45,-8.20
16-August-2018,1403.90,1410.00,1387.20,1392.35,1395.432868610054921841,94680,2334,132119584.00,42995,45.41,22.80,-11.55
14-August-2018,1412.00,1415.80,1391.10,1395.55,1404.250947658613163839,52234,1207,73349644.00,14287,27.35,24.70,-16.45
13-August-2018,1424.00,1424.00,1394.75,1398.40,1408.799562365614751428,184172,2387,259461433.00,115388,62.65,29.25,-25.60
10-August-2018,1416.00,1438.50,1409.35,1418.10,1428.132767584319290979,69053,1997,98616852.00,14494,20.99,29.15,2.10
9-August-2018,1426.00,1433.45,1412.65,1415.30,1419.394369314534870852,45181,1201,64129657.00,14757,32.66,20.80,-10.70
8-August-2018,1425.00,1447.00,1418.00,1425.20,1432.621864415099896912,81484,2416,116735760.00,16309,20.01,29.00,0.20
7-August-2018,1409.75,1437.80,1400.00,1419.60,1425.669493644881517010,223914,3746,319227359.00,123397,55.11,37.80,9.85
6-August-2018,1412.00,1421.00,1393.20,1396.80,1404.742417453978766923,51335,1289,72112452.00,14203,27.67,27.80,-15.20
3-August-2018,1436.00,1436.00,1406.00,1411.35,1412.959003516998827667,85300,2150,120525403.00,40013,46.91,30.00,-24.65
2-August-2018,1431.00,1443.00,1412.00,1418.45,1427.531109217094849628,32852,1362,46897252.00,8628,26.26,31.00,-12.55
1-August-2018,1460.00,1461.05,1432.55,1437.75,1445.777913175932977913,59085,1932,85423788.00,13892,23.51,28.50,-22.25
31-July-2018,1435.40,1454.40,1428.00,1448.30,1447.083862885546002848,98983,3112,143236702.00,34793,35.15,26.40,12.90
30-July-2018,1449.00,1450.90,1427.75,1430.80,1439.705023433268175502,42461,1611,61131315.00,7880,18.56,23.15,-18.20
27-July-2018,1449.00,1452.30,1427.30,1433.25,1438.590715178856008041,81574,2317,117351599.00,12203,14.96,25.00,-15.75
26-July-2018,1451.85,1457.45,1422.35,1432.50,1432.338184536590797028,125742,6732,180105068.00,52756,41.96,35.10,-19.35
25-July-2018,1454.00,1488.60,1423.45,1450.30,1455.273952044894141654,235220,8758,342309539.00,32000,13.60,65.15,-3.70
24-July-2018,1440.00,1475.00,1428.00,1466.70,1455.258056233822034519,190846,7602,277730179.00,30987,16.24,47.00,26.70
23-July-2018,1421.55,1465.10,1396.10,1433.70,1429.415623442087187725,144424,5509,206441922.00,35605,24.65,69.00,12.15
20-July-2018,1400.00,1404.95,1382.20,1396.90,1394.662741522464499107,51548,2317,71892075.00,21888,42.46,22.75,-3.10
19-July-2018,1398.00,1408.00,1394.65,1399.45,1401.654947272619353817,50543,1748,70843846.00,11134,22.03,13.35,1.45
18-July-2018,1385.60,1399.45,1379.75,1391.40,1390.427214334712204045,48107,2793,66889282.00,8106,16.85,19.70,5.80
17-July-2018,1361.30,1383.10,1354.60,1377.90,1373.239348271004438774,37623,2105,51665384.00,8410,22.35,28.50,16.60
16-July-2018,1370.00,1393.50,1351.55,1358.60,1377.033053186151530356,271048,3013,373242055.00,30959,11.42,41.95,-11.40
13-July-2018,1358.00,1374.95,1358.00,1368.50,1362.672026601043481425,219841,1164,299571181.00,196723,89.48,16.95,10.50
12-July-2018,1370.00,1379.15,1347.00,1357.25,1361.446841673502871205,48760,1560,66384148.00,13897,28.50,32.15,-12.75
11-July-2018,1367.00,1383.70,1355.05,1358.30,1369.057509682211257891,37698,2051,51610730.00,8798,23.34,28.65,-8.70
10-July-2018,1362.00,1375.85,1356.50,1369.45,1367.908639389127276413,59194,2323,80971984.00,12141,20.51,19.35,7.45
9-July-2018,1334.00,1370.65,1326.05,1364.00,1354.247149190185664750,113915,5448,154269064.00,40026,35.14,44.60,30.00
6-July-2018,1327.50,1335.60,1309.75,1322.80,1324.326533073382509597,49753,1793,65889218.00,14949,30.05,25.85,-4.70
5-July-2018,1306.30,1326.00,1279.35,1321.85,1308.862625211395863145,61496,2066,80489816.00,16993,27.63,46.65,15.55
4-July-2018,1298.00,1299.70,1283.25,1291.55,1290.789798947510457428,37055,1150,47830216.00,8343,22.52,16.45,-6.45
3-July-2018,1294.00,1309.20,1288.35,1291.90,1299.349243339253996447,70375,2566,91441703.00,19441,27.62,20.85,-2.10
2-July-2018,1265.05,1298.50,1261.80,1293.50,1286.978140405167140441,55582,2312,71532819.00,12812,23.05,36.70,28.45
29-June-2018,1264.85,1270.95,1252.05,1264.10,1261.680029300126523273,30034,3360,37893298.00,9557,31.82,18.90,-0.75
28-June-2018,1270.00,1272.50,1250.80,1267.45,1262.912542882654260068,21279,799,26873516.00,5406,25.41,21.70,-2.55
27-June-2018,1278.00,1284.50,1262.20,1265.25,1274.701012005159241988,20158,773,25695423.00,5095,25.28,22.30,-12.75
26-June-2018,1259.00,1280.00,1254.05,1273.70,1267.936483752528910757,40037,2148,50764373.00,9529,23.80,25.95,14.70
25-June-2018,1273.00,1279.80,1250.25,1254.05,1258.042858290488431876,24896,975,31320235.00,7788,31.28,29.55,-18.95
22-June-2018,1263.75,1273.75,1243.05,1268.20,1261.670600614264588783,35164,870,44365385.00,6223,17.70,30.70,4.45
21-June-2018,1272.05,1278.45,1248.65,1254.40,1260.338178294573643410,29928,999,37719401.00,8679,29.00,29.80,-17.65
20-June-2018,1270.00,1275.50,1260.00,1272.10,1267.810683951721054984,17896,710,22688740.00,4170,23.30,15.50,2.10
19-June-2018,1277.00,1286.80,1266.00,1268.65,1274.396551724137931034,29580,757,37696650.00,9767,33.02,20.80,-8.35
18-June-2018,1290.00,1290.75,1271.95,1276.70,1284.913776729868683891,30537,1400,39237412.00,7780,25.48,18.80,-13.30
15-June-2018,1298.00,1298.00,1269.00,1281.05,1277.048907675897760044,25313,846,32325939.00,8774,34.66,29.00,-16.95
14-June-2018,1280.10,1288.65,1275.00,1285.85,1282.025925925925925925,23220,1436,29768642.00,8948,38.54,13.65,5.75
13-June-2018,1294.85,1294.85,1280.05,1282.40,1287.093838209982788296,14525,616,18695038.00,4828,33.24,14.80,-12.45
12-June-2018,1281.00,1292.00,1275.30,1284.45,1284.759150709912726325,23031,789,29589288.00,6766,29.38,16.70,3.45
11-June-2018,1280.00,1296.00,1277.25,1284.90,1289.306418736220308665,24039,1020,30993637.00,8800,36.61,18.75,4.90
8-June-2018,1278.60,1287.00,1270.85,1277.40,1278.540880132137800849,16952,693,21673825.00,4004,23.62,16.15,-1.20
7-June-2018,1265.00,1294.55,1263.05,1287.70,1283.361900686676039692,49077,1417,62983552.00,11414,23.26,31.50,22.70
6-June-2018,1272.90,1272.90,1246.70,1263.75,1255.870608373554832192,71272,1106,89508410.00,36367,51.03,26.20,-9.15
5-June-2018,1281.00,1291.95,1270.10,1273.05,1280.876907519764662621,21756,890,27866758.00,6536,30.04,21.85,-7.95
4-June-2018,1295.00,1295.00,1266.10,1281.80,1277.627551872958069478,347098,1086,443461968.00,5688,1.64,28.90,-13.20
1-June-2018,1305.60,1313.10,1291.25,1293.50,1297.537028156470507638,14597,534,18940148.00,4698,32.18,21.85,-12.10
31-May-2018,1311.90,1311.90,1287.00,1305.60,1296.909967951894802920,30267,1013,39253574.00,8701,28.75,24.90,-6.30
30-May-2018,1295.00,1300.45,1284.65,1291.90,1292.259547442799461641,23776,797,30724763.00,5813,24.45,15.80,-3.10
29-May-2018,1325.00,1329.40,1290.25,1299.15,1307.260213718336826308,38649,1175,50524300.00,10375,26.84,39.15,-25.85
28-May-2018,1299.00,1335.10,1290.00,1319.50,1316.114851835819133446,50822,1951,66887589.00,12726,25.04,45.10,20.50
25-May-2018,1295.00,1309.50,1281.40,1289.65,1288.905466492107798335,40483,1422,52178760.00,10253,25.33,28.10,-5.35
24-May-2018,1280.00,1302.95,1264.30,1290.20,1279.011866340668296658,30675,1194,39233689.00,10438,34.03,38.65,10.20
23-May-2018,1287.90,1289.40,1271.20,1278.20,1278.398939089079934150,27335,929,34945035.00,7460,27.29,18.20,-9.70
22-May-2018,1301.85,1301.85,1278.25,1286.10,1298.998218732197351634,373891,1104,485683743.00,345480,92.40,23.60,-15.75
21-May-2018,1307.00,1314.00,1291.25,1300.00,1299.565416919213784743,23098,864,30017362.00,6272,27.15,22.75,-7.00
18-May-2018,1309.00,1316.00,1286.50,1306.95,1301.454395827002937303,39492,1484,51397037.00,8190,20.74,29.50,-2.05
17-May-2018,1323.00,1328.00,1305.00,1309.70,1316.216585134921887328,25348,991,33363458.00,5450,21.50,23.00,-13.30
16-May-2018,1303.00,1328.90,1285.55,1320.80,1305.326927253292117813,354559,1936,462815410.00,310364,87.54,43.35,17.80
15-May-2018,1296.00,1322.55,1234.00,1310.05,1310.209608430889211450,232858,1808,305092789.00,193806,83.23,88.55,14.05
14-May-2018,1280.00,1306.70,1270.00,1298.45,1289.838872964061438536,120706,1937,155691291.00,63548,52.65,36.70,18.45
11-May-2018,1235.00,1294.40,1227.20,1289.60,1275.776495648310289851,306088,13114,390499876.00,86738,28.34,67.20,54.60
10-May-2018,1234.00,1238.70,1201.55,1214.70,1222.245337341107449389,110452,2966,134999442.00,26862,24.32,37.15,-19.30
9-May-2018,1200.00,1229.05,1198.00,1224.10,1223.136767403688326735,165712,2594,202688440.00,118769,71.67,31.05,24.10
8-May-2018,1216.00,1223.80,1204.05,1205.60,1211.521210963092378248,36632,1071,44380445.00,9379,25.60,19.75,-10.40
7-May-2018,1194.25,1216.90,1180.55,1212.90,1195.067918054294076092,29727,1149,35525784.00,6998,23.54,36.35,18.65
4-May-2018,1206.00,1206.00,1180.55,1194.25,1190.443905468957969771,33809,1256,40247718.00,5168,15.29,25.45,-11.75
3-May-2018,1221.75,1230.00,1200.00,1206.50,1215.501186005139355603,40472,1257,49193764.00,8964,22.15,30.00,-15.25
2-May-2018,1200.00,1226.65,1197.50,1221.75,1215.617702970167893231,306683,3656,372809284.00,31176,10.17,29.15,21.75
30-April-2018,1185.00,1206.15,1182.75,1200.15,1195.965238256375549881,32507,1177,38877242.00,12279,37.77,23.40,15.15
27-April-2018,1163.00,1198.85,1163.00,1184.45,1184.199693393590009741,62621,1880,74155769.00,21767,34.76,35.85,21.45
26-April-2018,1163.80,1176.00,1152.80,1159.85,1162.960207612456747404,31212,1172,36298314.00,5399,17.30,23.20,-3.95
25-April-2018,1160.05,1172.55,1156.80,1165.25,1163.216276065694777634,16257,599,18910407.00,2465,15.16,15.75,5.20
24-April-2018,1176.00,1181.95,1163.50,1173.10,1173.689720353588702952,17987,720,21111157.00,4201,23.36,18.45,-2.90
23-April-2018,1150.05,1180.90,1150.00,1178.60,1165.501790923525719138,27081,1065,31562954.00,8791,32.46,30.90,28.55
20-April-2018,1167.00,1167.00,1144.25,1159.10,1153.401866109878637609,30652,1086,35354074.00,5426,17.70,22.75,-7.90
19-April-2018,1180.00,1185.75,1164.75,1166.80,1172.626076480299852750,22411,855,26279723.00,5340,23.83,21.00,-13.20
18-April-2018,1176.00,1188.00,1167.05,1171.25,1172.532258788667893862,22273,1244,26115811.00,6977,31.32,20.95,-4.75
17-April-2018,1183.90,1186.65,1169.15,1175.15,1180.218350889377628583,25917,823,30587719.00,8565,33.05,17.50,-8.75
16-April-2018,1160.00,1186.95,1155.00,1177.90,1175.935751748251748251,36608,1397,43048656.00,10193,27.84,31.95,17.90
13-April-2018,1169.90,1175.00,1151.50,1162.80,1166.352293799887124082,24806,998,28932535.00,8391,33.83,23.50,-7.10
12-April-2018,1165.00,1167.65,1146.05,1164.15,1159.215722953689713888,41697,1013,48335818.00,25286,60.64,21.60,-0.85
11-April-2018,1156.00,1159.50,1142.00,1155.50,1151.739622641509433962,16960,679,19533504.00,2664,15.71,17.50,-0.50
10-April-2018,1158.50,1166.50,1152.00,1155.30,1158.226508964610907725,21306,903,24677174.00,4243,19.91,14.50,-3.20
9-April-2018,1150.00,1175.00,1140.85,1158.05,1163.165066144047035766,61230,1851,71220597.00,16131,26.34,34.15,8.05
6-April-2018,1145.20,1151.60,1135.30,1143.80,1142.837213865271419228,15290,639,17473981.00,2307,15.09,16.30,-1.40
5-April-2018,1153.05,1156.45,1136.25,1145.20,1145.914737171464330413,38352,1660,43948122.00,13009,33.92,20.20,-7.85
4-April-2018,1159.95,1160.00,1127.40,1137.60,1139.554759963867897508,45389,1546,51723251.00,15533,34.22,32.60,-22.35
3-April-2018,1150.00,1157.60,1138.60,1152.90,1149.535576392719249862,30821,903,35429836.00,8973,29.11,19.00,2.90
2-April-2018,1125.00,1152.00,1112.60,1149.15,1135.550661860479205161,33013,1070,37487934.00,13698,41.49,39.40,24.15
28-March-2018,1121.05,1129.70,1115.50,1120.70,1119.984247287858522811,40374,1147,45218244.00,17218,42.65,14.20,-0.35
27-March-2018,1118.00,1139.00,1116.00,1131.75,1128.569652773660599592,50601,1351,57106753.00,21742,42.97,23.00,13.75
26-March-2018,1110.00,1122.75,1100.00,1118.80,1107.207141611887645749,97513,1511,107967090.00,60704,62.25,22.75,8.80
23-March-2018,1082.00,1119.00,1082.00,1107.65,1107.332712402646938811,56367,1487,62417023.00,21735,38.56,37.00,25.65
22-March-2018,1102.10,1110.00,1101.70,1107.35,1106.497015667744342203,80420,1081,88984490.00,49503,61.56,8.30,5.25
21-March-2018,1100.00,1116.15,1100.00,1103.85,1110.971551946552964979,73643,1131,81815278.00,41419,56.24,16.15,3.85
20-March-2018,1103.00,1116.80,1094.95,1106.55,1106.639444082922747978,21514,603,23808241.00,8981,41.74,21.85,3.55
19-March-2018,1125.50,1130.00,1100.50,1102.50,1105.619767772319434858,49262,1254,54465041.00,22433,45.54,29.50,-23.00
16-March-2018,1160.00,1160.00,1121.50,1125.45,1140.171865861867296381,90623,2401,103325795.00,42338,46.72,38.50,-34.55
15-March-2018,1135.00,1163.65,1133.90,1160.95,1153.331688371030386109,43770,1730,50481328.00,19187,43.84,29.75,25.95
14-March-2018,1140.00,1144.55,1131.35,1136.60,1136.643309325385649598,408337,1037,464133519.00,365543,89.52,13.20,-3.40
13-March-2018,1130.95,1141.90,1107.00,1137.80,1138.042113809137205697,67745,1099,77096663.00,35203,51.96,34.90,6.85
12-March-2018,1134.15,1134.15,1120.35,1130.95,1130.281769506888322939,49867,960,56363761.00,27846,55.84,13.80,-3.20
9-March-2018,1129.50,1138.00,1121.10,1127.75,1129.681795153255087393,94744,1722,107030572.00,55120,58.18,16.90,-1.75
